"Symbol","Series","Date","Prev Close","Open Price","High Price","Low Price","Last Price","Close Price","Average Price","Total Traded Quantity","Turnover","No. of Trades","Deliverable Qty","% Dly Qt to Traded Qty"
"RELIANCE","EQ","19-Feb-2021","       2067.70","       2057.00","       2104.95","       2053.30","       2080.00","       2080.30","       2088.14","   10800704","         22553356631.00","     279181","    3029362","         28.05"
"RELIANCE","EQ","22-Feb-2021","       2080.30","       2080.00","       2089.90","       1994.95","       1999.10","       2008.10","       2036.88","   10985697","         22376599862.25","     309112","    4112030","         37.43"
"RELIANCE","EQ","23-Feb-2021","       2008.10","       2048.00","       2052.90","       2013.60","       2026.15","       2023.45","       2034.50","   11834752","         24077795769.25","     275466","    4422097","         37.37"
"RELIANCE","EQ","24-Feb-2021","       2023.45","       2030.00","       2065.25","       2026.15","       2060.55","       2061.00","       2048.89","    4987735","         10219330132.75","     135224","    1950596","         39.11"
"RELIANCE","EQ","25-Feb-2021","       2061.00","       2076.00","       2152.00","       2073.00","       2147.00","       2144.35","       2120.59","   16085897","         34111575087.70","     452535","    5714928","         35.53"
"RELIANCE","EQ","26-Feb-2021","       2144.35","       2117.00","       2133.90","       2070.70","       2079.50","       2085.80","       2096.69","   17297575","         36267601929.10","     489066","    7330239","         42.38"
"RELIANCE","EQ","01-Mar-2021","       2085.80","       2110.20","       2112.00","       2062.50","       2103.00","       2101.70","       2092.87","    8159670","         17077101153.20","     266082","    2970300","         36.40"
"RELIANCE","EQ","02-Mar-2021","       2101.70","       2122.00","       2130.00","       2089.10","       2108.00","       2106.00","       2107.78","    7915073","         16683250358.50","     244565","    2910860","         36.78"
"RELIANCE","EQ","03-Mar-2021","       2106.00","       2121.05","       2219.90","       2107.20","       2207.10","       2202.10","       2161.54","   14733134","         31846213370.25","     326092","    6380700","         43.31"
"RELIANCE","EQ","04-Mar-2021","       2202.10","       2180.00","       2189.95","       2157.70","       2174.00","       2175.85","       2175.57","    9892597","         21522070320.90","     259806","    3808559","         38.50"
"RELIANCE","EQ","05-Mar-2021","       2175.85","       2156.00","       2211.95","       2153.05","       2174.55","       2178.70","       2184.35","   11773630","         25717685129.45","     312784","    3896896","         33.10"
"RELIANCE","EQ","08-Mar-2021","       2178.70","       2168.50","       2231.90","       2168.00","       2193.00","       2191.10","       2205.66","    9002404","         19856244553.30","     300037","    2389286","         26.54"
"RELIANCE","EQ","09-Mar-2021","       2191.10","       2200.00","       2213.80","       2146.60","       2190.55","       2191.05","       2181.47","    6993792","         15256736215.60","     227932","    2047400","         29.27"
"RELIANCE","EQ","10-Mar-2021","       2191.05","       2207.00","       2215.10","       2170.25","       2179.40","       2181.95","       2187.67","    5316182","         11630074902.15","     163700","    1461484","         27.49"
"RELIANCE","EQ","12-Mar-2021","       2181.95","       2195.00","       2206.40","       2123.90","       2136.90","       2137.60","       2160.60","    7783173","         16816345899.25","     244889","    2820317","         36.24"
"RELIANCE","EQ","15-Mar-2021","       2137.60","       2140.05","       2148.90","       2080.50","       2105.00","       2108.90","       2103.37","    7706302","         16209190175.60","     268696","    3083696","         40.02"
"RELIANCE","EQ","16-Mar-2021","       2108.90","       2114.00","       2126.00","       2095.50","       2100.75","       2100.60","       2107.19","    6402757","         13491841404.75","     235823","    2426737","         37.90"
"RELIANCE","EQ","17-Mar-2021","       2100.60","       2098.05","       2103.00","       2035.10","       2054.50","       2055.35","       2065.89","    8865521","         18315233171.30","     241456","    4179353","         47.14"
"RELIANCE","EQ","18-Mar-2021","       2055.35","       2072.90","       2084.80","       2001.00","       2010.00","       2009.10","       2038.79","    9528809","         19427231150.25","     295771","    4198315","         44.06"
"RELIANCE","EQ","19-Mar-2021","       2009.10","       1991.00","       2095.85","       1982.80","       2078.10","       2082.00","       2047.50","   19284892","         39485840254.00","     431829","    9334589","         48.40"
"RELIANCE","EQ","22-Mar-2021","       2082.00","       2071.00","       2074.00","       2033.20","       2061.00","       2062.40","       2050.93","    8571196","         17578960666.30","     234534","    2866751","         33.45"
"RELIANCE","EQ","23-Mar-2021","       2062.40","       2061.95","       2109.70","       2056.00","       2079.90","       2087.50","       2086.63","    8039865","         16776188634.65","     220527","    2152080","         26.77"
"RELIANCE","EQ","24-Mar-2021","       2087.50","       2079.75","       2079.75","       2040.40","       2048.55","       2047.30","       2055.87","    7763726","         15961211345.55","     222445","    2970460","         38.26"
"RELIANCE","EQ","25-Mar-2021","       2047.30","       2054.00","       2054.00","       1985.00","       1993.95","       1991.45","       2011.25","   10153757","         20421743790.45","     292881","    4074888","         40.13"
"RELIANCE","EQ","26-Mar-2021","       1991.45","       2012.00","       2013.70","       1973.70","       1994.00","       1994.65","       1995.09","    9313160","         18580559230.90","     296946","    3226521","         34.64"
"RELIANCE","EQ","30-Mar-2021","       1994.65","       2008.00","       2048.90","       1991.55","       2031.90","       2029.30","       2026.44","    9433850","         19117149421.75","     230499","    3802211","         40.30"
"RELIANCE","EQ","31-Mar-2021","       2029.30","       2018.00","       2049.90","       1999.00","       2005.65","       2003.10","       2017.21","    7499740","         15128527745.25","     193340","    2904680","         38.73"
"RELIANCE","EQ","01-Apr-2021","       2003.10","       2018.00","       2030.00","       2003.15","       2020.00","       2021.85","       2017.89","    5410307","         10917411938.75","     140946","    1895300","         35.03"
"RELIANCE","EQ","05-Apr-2021","       2021.85","       2024.95","       2025.00","       1962.10","       1992.00","       1992.60","       1986.24","    6864856","         13635237475.50","     246459","    2208186","         32.17"
"RELIANCE","EQ","06-Apr-2021","       1992.60","       2004.00","       2004.95","       1969.00","       1986.20","       1984.30","       1984.99","    6465241","         12833469592.40","     209903","    2136383","         33.04"
"RELIANCE","EQ","07-Apr-2021","       1984.30","       2000.00","       2046.90","       1993.30","       2001.55","       2002.85","       2019.21","   11198918","         22613014349.45","     286779","    4098798","         36.60"
"RELIANCE","EQ","08-Apr-2021","       2002.85","       2011.00","       2022.00","       1993.00","       2006.40","       2005.35","       2006.16","    7092878","         14229431685.15","     191800","    2633682","         37.13"
"RELIANCE","EQ","09-Apr-2021","       2005.35","       1998.45","       2006.35","       1980.00","       1983.45","       1982.05","       1989.08","    6478482","         12886234947.40","     234390","    2807275","         43.33"
"RELIANCE","EQ","12-Apr-2021","       1982.05","       1959.00","       1961.40","       1900.25","       1915.65","       1911.15","       1922.99","    9646031","         18549212834.60","     330605","    4432542","         45.95"
"RELIANCE","EQ","13-Apr-2021","       1911.15","       1924.00","       1940.60","       1917.85","       1932.30","       1931.80","       1931.39","    8958261","         17301890369.20","     206237","    4960483","         55.37"
"RELIANCE","EQ","15-Apr-2021","       1931.80","       1926.30","       1961.00","       1913.00","       1943.00","       1944.30","       1933.33","    9102492","         17598148869.55","     189159","    4483830","         49.26"
"RELIANCE","EQ","16-Apr-2021","       1944.30","       1936.60","       1949.90","       1926.45","       1929.00","       1932.10","       1935.23","    7225679","         13983364354.95","     206958","    3583568","         49.59"
